branch,construction_source,model,dataset,side,layer,method,rho,decode_mode
fixed,cs_dialogue,whisper,ascend_eval,decoder,9,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,9,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,9,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,9,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,9,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,9,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,9,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,9,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,9,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,9,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,9,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,9,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,9,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,9,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,9,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,9,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,9,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,9,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,9,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,9,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,9,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,9,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,9,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,9,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,9,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,9,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,9,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,9,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,9,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,9,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,9,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,9,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,9,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,10,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,10,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,10,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,10,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,11,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,11,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,11,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,11,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,12,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,12,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,12,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,12,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,13,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,13,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,13,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,13,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,14,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,14,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,14,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,14,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,15,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,15,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,15,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,15,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,16,add_unique,0.5,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,16,add_unique,0.5,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,16,add_unique,1.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,16,add_unique,1.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,16,add_unique,2.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,16,add_unique,2.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,16,add_unique,4.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,ascend_eval,decoder,16,add_unique,4.0,official_standard
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,ascend_eval,decoder,16,add_unique,6.0,greedy
fixed,cs_dialogue,whisper,cs_dialogue_dev_select,decoder,16,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_man,decoder,16,add_unique,6.0,official_standard
fixed,cs_dialogue,whisper,seame_dev_sge,decoder,16,add_unique,6.0,official_standard
